Location,Latitude,Longitude
Firozpur,30.9319375,74.5892518
Lakshmi Puram,37.2811053,127.0507571
Amarwara,22.2958043,79.1585495
Balurghat,25.2385653,88.7458092
Tarana,37.2811053,127.0507571
Basoda,23.8475809,77.9028204
Suri,37.2811053,127.0507571
Pipraich,26.8266102,83.524992
Belapur Cbd,19.0196497,73.0264436
Jajpur District,20.8712724,85.5981818
Ballari,15.1357583,76.8365523
Harnaut,25.3685866,85.5255496
Haldibari,26.3366859,88.7732809
Ghoghardiha,26.2824214,86.4531467
Nandura,20.8335085,76.4387832
Musalgaon Midc,37.2811053,127.0507571
Vadamadurai,10.4402926,78.0899619
Atpadi,17.4292745,74.9272694
Phagwara,31.2159341,75.688861
Vengola,10.074161,76.4308541
Rajagangapur,22.1912811,84.564547
Jabalpur,23.1756331,79.828667
Farakka,24.7831724,87.8646557
Mundathikode,10.6408724,76.1777914
Kalpakkam,12.5228559,80.1389521
Chamarajanagar,11.9224825,76.9242007
Hindaun City,26.7409356,77.0147856
Sikindra,26.3666568,79.6209317
Muzaffarpur District,26.1473968,84.7540187
Khammam,17.2483431,80.0803945
Khailar,25.3311589,78.5171054
Sayan,-8.5135385,115.2260439
Sirgitti,22.041891,82.1519072
Manalur,10.4852999,76.0878322
Kuhi,21.0174829,79.3579567
Mehatpur,31.0495001,75.4669547
Kaveripakkam,12.9049746,79.4489192
Westgodavari,16.9830808,80.7904114
Banbasa,28.9864989,80.0653304
"Thalassery ,",11.7652916,75.4654306
Mavilayi,11.8342835,75.454041
Vellor,12.8992994,79.0483018
Hindusthan Cables Town,23.829019,86.8853454
Chaspara,24.9116753,88.0779504
North Barrackpore,22.7894712,88.3261454
Nirmali,26.1618889,86.5451812
Piler,37.2811053,127.0507571
Baksa,26.6560299,90.7793029
Northtwenty Four Parganas District,37.2811053,127.0507571
Macherla,16.4730644,79.4207667
Kanyakumari,8.0864016,77.5283608
Dima Hasao District,25.3874193,92.4589129
Gawan,37.2811053,127.0507571
Kamalganj,24.3504709,91.8189877
Raipur Bazar,37.2811053,127.0507571
Khairabad Mau District,26.0416494,83.3546662
Tarikere,13.7053125,75.8017238
Ambegaon,19.1144791,73.7074404
Tinpahar,24.9929171,87.7318965
Titabor Town,26.5927929,94.1737449
Naharlagun,27.1104286,93.6579103
Tirora,21.4088554,79.9089717
Thodiyoor,9.0769398,76.5320275
Rohtak,28.8895179,76.5462947
Jhunjhunu,28.1227982,75.3582728
Warangal Industrial Area,37.2811053,127.0507571
Rajsamand District,25.3683988,73.3717839
Thuthipattu,12.8106269,78.7142407
Charkhi Dadri,28.5949536,76.2322849
Kethi,37.2811053,127.0507571
Nathdwara,24.932071,73.8001655
Kurichikkara,10.5752229,76.2376783
Sindi,37.2811053,127.0507571
Thiruvalam,12.9811401,79.2427324
Gingee,12.2516791,79.3961809
Pandharpur,17.6774743,75.2835838
Angarpathar,23.7858947,86.3054252
Barhiya,25.2810989,86.003208
Chinnasalem,11.6393734,78.8616656
Barigarh,25.2332829,80.0219464
Anantapur.,14.6649497,77.5241659
Ghazipur District,25.6024317,82.9545293
Ghatal,22.6606623,87.701947
Gudari,19.3467394,83.7786484
Kandhar,18.8739552,77.1809184
Chikrand,22.7192997,88.2595402
Visakhapatnamis,37.2811053,127.0507571
Simdega,22.6165204,84.4763015
Pujali,22.4596591,88.1201754
Rajakhera,26.8955046,78.1526612
Vythiri,11.5507024,76.031506
Nawapara,37.2811053,127.0507571
Jalakandapuram,11.6976594,77.8689909
Athner,21.6234005,77.8995679
Bhatli,21.466248,83.5263919
Jagitial,18.7918342,78.899195
Khamaria,23.215939,79.9727904
Hindaun City Industrial Area,37.2811053,127.0507571
Rajpipla,21.8674067,73.4933101
Channarayapatna,12.9028268,76.3646473
Komaram Bheem Asifabad District,12.3569845,76.0850303
Vijapura,37.2811053,127.0507571
Gajendragarh,15.7344727,75.9611892
Mannarkad,10.9893894,76.4434288
Vijayawada,16.5101531,80.5744208
Nowgong,25.0593539,79.4098657
Dehu Cantt Civil Township,37.2811053,127.0507571
Nasrigagnj,37.2811053,127.0507571
Siddharthnagar District,27.251339,82.3217321
Chebrole Khandrika,37.2811053,127.0507571
Chhatha,37.2811053,127.0507571
Hoshangabad,22.7533815,77.6611827
Dhulasimla,22.4117597,88.0765902
Mettupalayam Coimbatore District,11.2972843,76.916313
Jagraon,30.7909929,75.436173
Dahod,22.8493965,74.217667
Dharur,18.8178153,76.1018872
Rajnagar,24.5266973,91.8205542
Krishnapur Hugli District,22.6579283,88.2680942
Rehambal,32.8744888,75.0200004
Kurali,30.8326062,76.5588667
Sira,37.2811053,127.0507571
Kaithoon,25.1230698,75.9615823
S Kodikulam,9.6702373,77.5340834
Sanaur,30.3042248,76.4369802
Ghazibad,28.699581,77.254943
Yavatmal District,20.0520055,77.0990299
Bagicha,37.2811053,127.0507571
Vijainagar Ajmer District,25.9286335,74.626799
Bidhan Nagar,22.5752893,88.3861164
Dornakal,17.4451136,80.1376074
Dohrighat,26.2607318,83.4924073
Purusottampur,19.5196689,84.867668
Ambedkar Nagar,26.4062382,82.1177057
Sadri,37.2811053,127.0507571
Ghatanji,20.144024,78.3039345
Dibiyapur,26.6333498,79.5367239
Payakarao Peta,17.3652769,82.5432039
Narasannapeta,18.4136577,84.0263161
Periyanaickenpalayam,11.1511924,76.9208889
Laharpur,27.7081494,80.8847163
Dakshin Odlabari,26.8333089,88.6003703
Dungra,37.2811053,127.0507571
"Purba Medinipur,",22.0583558,87.2540686
Dabra,25.8961502,78.2956877
Kaimganj,27.5493665,79.2994875
Khatiguda,19.2373369,82.7700122
Khandauli,27.311436,78.019961
Solapur,17.6614569,75.8485768
Khopoli,18.7953055,73.3013385
Baruni,37.2811053,127.0507571
Satai,37.2811053,127.0507571
Dera Bassi,30.5923496,76.8249892
Keshod,21.3004691,70.2361409
Phulpur Azamgarh District,26.0798378,82.8658586
Barahatir Jagdishpur,37.2811053,127.0507571
Patna City,25.6079707,85.0029573
Nilanga,18.1233422,76.7384039
Mainaguri,26.566226,88.8089273
Boudh District,20.6401607,83.6212765
Ajolion Ka Khera Industrial Area,37.2811053,127.0507571
Pannaipuram,9.8647135,77.2799671
Athanur,11.5011153,78.1317402
Kendrapara,20.4989431,86.3507382
Ajra,37.2811053,127.0507571
Bhalariya,24.357364,73.7137253
Vallachira,10.4432775,76.2129148
Devarapalli,37.2811053,127.0507571
New Delhi.,28.5272181,77.0688997
Waghai,20.770238,73.4797166
Sinnar,19.8503377,73.9764713
Ganjam District,19.6160896,84.0946902
Pavagada,14.0979957,77.2607493
Hardwar,37.2811053,127.0507571
The Dangs,20.8241472,73.4264868
Panch Mahals,22.6960462,73.3612074
Vikasnagar,30.4730665,77.7270329
Rajnandgaon District,20.9742437,80.2416071
Jaamnager,37.2811053,127.0507571
Bhavra,22.5142612,74.3048204
Tuticorin,8.7766073,78.0759769
Yupia,27.1453379,93.710525
Dusi,37.2811053,127.0507571
Karari,37.2811053,127.0507571
Jalalabad,34.4198073,70.4015041
Haveri District,14.7171063,74.8576645
Titagarh,22.739199,88.3667278
Kottakal,11.0015636,75.9814643
Renukoot,24.218326,83.0324506
Burla,37.2811053,127.0507571
Thirumangalam,9.8246018,77.9696916
Nerul,19.0351106,73.0034853
Chhota Laukuthi,26.3304089,89.7554554
Jhinkpani,22.4098127,85.7589507
Sarila,37.2811053,127.0507571
Kela Khera,37.2811053,127.0507571
Baloda,22.1378429,82.4725199
Parseoni,21.3753799,79.132663
Ariyallur,37.2811053,127.0507571
Jasrana,27.235087,78.6418838
Kendra Khottamdi,37.2811053,127.0507571
Firozpur District,30.952086,74.1577292
Saharanpur,29.9636149,77.4863871
Fatullapur,22.7164498,88.8088652
Arwal,25.2450239,84.6429814
Jugial,32.3814961,75.6672031
Amreli District,21.420838,70.6503776
Hanumangarh District,29.3606063,73.5492792
Muddanur,14.688262,78.3840179
Peint,37.2811053,127.0507571
Lakhanpur,32.3860297,75.6356202
Shahgarh,24.3144445,79.1099738
Sundargarh,22.1268478,84.004908
Lanji,37.2811053,127.0507571
Colonelganj,27.134007,81.6869973
Banmankhi Bazar,25.8833197,87.1712111
Vadakarai Keezhpadugai,9.0417244,77.2630847
Qadian,31.8213936,75.3607122
Manavadar,21.4952375,70.1200673
Una,37.2811053,127.0507571
Chettipalayam Tiruppur District,37.2811053,127.0507571
Sikandra Rao,27.6886948,78.3601354
Thiagadurgam,11.7428821,79.0649127
Mavoor,11.2627278,75.9358315
Jodhpur,26.2702848,72.8904576
Riico Industrial Area Chopanki,28.1944557,76.8616
Kakod,28.2942251,77.6868796
Talegaon Dabhade,18.730339,73.6457689
Basta,37.2811053,127.0507571
"Gudivada,krishna District",16.4299302,80.9569909
Tirupati  517501,13.6299586,79.3890537
Dohad,37.2811053,127.0507571
Sahibzada Ajit Singh Nagar,30.6983052,76.6273402
Secundarabad,17.5370297,78.4312759
Sitamarhi,26.5816334,85.4679666
West Dinajpur,25.2476987,88.7743673
Jhalawar District,24.3090183,75.0831509
Karur,10.9651437,77.997917
Beldanga,23.9351915,88.2309881
Doom Dooma,27.5678425,95.5390601
Hindustan Paper Corporation Ltd Township Panchgram,37.2811053,127.0507571
Anand District,22.4180186,72.2223691
Sohela,21.3014371,83.3909604
Chamoli District,30.4941416,79.0216032
Cheyyar,37.2811053,127.0507571
Bhilwara,25.341404,74.5616959
Udaipur District,24.452687,73.1249423
Gwalior District,26.0262491,77.6002549
Bhimtaal,29.3489227,79.5360265
Uttar Latabari,26.6749589,89.4074954
Gursahaiganj,27.1164329,79.7116469
Harij,23.6904132,71.8980502
Khata Sari,37.2811053,127.0507571
Madukkur,10.4788472,79.390897
Kathua District,32.5730314,74.960626
Mannarkad I,11.0208962,76.4198067
Batul,37.2811053,127.0507571
Malegoan,20.5575613,74.5008658
Dhariawad,24.1019655,74.4368791
Hajarmachi,17.3127347,74.2231152
Tiruchitrambalam,11.98993,79.772547
Junagadh,21.5305626,70.4025903
Vijayapur,16.8297894,75.647497
Kangra,32.1029683,76.2551163
Anantnag,33.7278816,75.1132191
Vikramasingapuram,8.7133149,77.3712104
Sindhanur,15.7729936,76.7126793
Shiggaon,14.9918816,75.2039478
Tirupathur Vellore District,12.4989416,78.5296959
Ashok Nagar,37.2811053,127.0507571
Berhampore,24.1002238,88.224849
Palakkodu,12.296753,78.0554149
Veraval,20.9174469,70.3416405
Jalaun District,26.1034469,78.8855151
Jolarpet,12.5568353,78.556726
Valparai,10.315143,76.9066806
Patiala,30.3466365,76.3390136
Rajpur Sonarpur,22.4334849,88.3267446
Bade Bacheli,18.6737192,81.2498554
Bangalore Rural,13.1528299,77.8445752
Agar,37.2811053,127.0507571
Bhilai Nagar,21.1952101,81.197989
Etmadpur,27.2294436,78.1885609
Jambai,12.0149235,79.0501177
Daund,18.4572264,74.564606
Shahdol,23.3038847,81.3275915
Godda,24.8198204,87.1755905
Sarangpur,22.155406,71.7612733
Navi Mumbai,19.0162992,72.893075
Bongaigaon,26.4895534,90.500879
Giridih,24.189846,86.2544304
Nazerath,32.7141741,35.2547979
Kala Amb Industrial Area,37.2811053,127.0507571
East Sikkim,27.2831197,88.3988906
Balod,20.7286809,81.1831818
Hazarbag,37.2811053,127.0507571
Tufanganj,26.3271225,89.6506124
Edakkode,8.6798919,76.8304287
Shoranur,10.762484,76.2497519
Salakati,26.4443397,90.3544752
Falna,25.2372559,73.2124519
Vasudevanallur,9.2408793,77.4064385
Pallikonda,12.9013957,78.9012314
Narasapuram,16.4328831,81.6725993
Jamunamukh,26.1063312,92.7255963
Ambajogai Dist Beed,18.7292767,76.3511155
Chanchal,37.2811053,127.0507571
Jharsuguda,21.8690049,83.9480004
Jagtaj,24.6272298,88.0153393
Hosabettu,13.0632375,74.9774602
Ethapur,11.6626598,78.472361
Chengalpattu,12.6729725,79.9624583
South District,37.2811053,127.0507571
Ballia,25.7643953,84.0790747
Chandpur North Twenty Four Parganas District,22.6867249,88.4229875
Sayadpur,20.7279758,86.3949636
Sardargarh,25.2311789,73.9722004
Coimbatore District,37.2811053,127.0507571
Jamner,20.8083299,75.7585461
Vengurla,15.8448964,73.622335
Nangavalli,11.7617786,77.8819513
Tirupur,11.1085742,77.2937723
Pimprichinchwad,18.6406433,73.6520582
Patulia,22.7578557,88.3868522
Baberu,25.5468539,80.6838082
Kalliasseri,11.9714126,75.3538083
Bikaner,28.0213902,73.2495003
Bilasipara,26.232294,90.1895565
Sonapur Gaon,37.2811053,127.0507571
Bommanahal,15.0020074,76.9739351
District Barnala,30.3713811,75.2133354
Kakdihi,22.4164911,87.8603105
Kursi Road Industrial Area,37.2811053,127.0507571
Damnagar,21.693101,71.5072847
Bhiwani District,28.70959,75.4103898
Gulbarga District,17.2322949,75.7568124
Santiniketan,23.6783667,87.6640747
Bhagwanpur,37.2811053,127.0507571
Rayachotirayachoti,37.2811053,127.0507571
Paradip,20.2857282,86.5870259
Chandrapur District,20.0957855,78.8356009
Bina Etawa,24.1752139,78.1632179
Onda,37.2811053,127.0507571
Kundgol,15.2556186,75.2282506
Pindwara,24.7991806,73.0373144
Koch Bihar,26.3299506,89.3765903
Dantewada,18.8997985,81.3314758
Umarga,17.8364608,76.6081238
Ahmadabad,23.0199968,72.2995501
Neikkarapatti,10.4541851,77.4524086
Krishnarajanagara,12.4372147,76.3629519
Kamareddy,18.3223606,78.3028
Jaithari,23.0449899,81.7868851
Gokunda,19.6024581,78.1963866
Mandla District,22.6860995,80.0150646
Rayagada  District,19.1749791,83.3742994
Sehore,23.2087704,77.0704745
Kuju,37.2811053,127.0507571
Miraj,37.2811053,127.0507571
Baroda,22.3220425,73.0330003
Rajpura,30.4789229,76.5588144
Talwara,31.9306412,75.8733804
Raebareli,26.2362505,81.2068467
Purnia,25.7757179,87.4440956
Garhakota,23.7812959,79.12405
Hanskunda,37.2811053,127.0507571
Chalala,21.4107527,71.1468171
Chikkaballapura District,13.5884136,77.2239433
"Angul,",20.8364363,85.0705908
Ambala City,30.3721234,76.7424073
Murtijapur,20.7319141,77.3217767
Jahanabad,25.2145297,84.9720594
Channagiri,14.0267505,75.905957
Mullassery,10.5361879,76.0736059
Aithor,23.7684671,72.3951925
Dhanauha,25.4654896,82.5762433
Dakshin Dinajpur,25.3871509,88.0257108
Nipani,16.4124506,74.3610757
Chas,37.2811053,127.0507571
West Tripura District,23.9162668,91.1337335
Kanodar,24.0912413,72.3864241
Sonai,37.2811053,127.0507571
Lakhandhur,37.2811053,127.0507571
Amadalavalasa,18.4110775,83.8955317
Shaktinagar,24.1166215,82.6636105
Warud,21.4733161,78.2499502
Tijara,37.2811053,127.0507571
Indri,37.2811053,127.0507571
Nallasopara,37.2811053,127.0507571
Borio,37.2811053,127.0507571
Pallikkunnu,11.8902508,75.3568332
Gondpipri,19.7151891,79.6770384
District Azamgarh,26.056835,83.1195258
Perundurai,11.2702169,77.5686182
Ichchapuram,19.1122882,84.6632036
Balisana Gidc,37.2811053,127.0507571
Birpara,26.7121849,89.1279171
Anantapalli,37.2811053,127.0507571
Surada,19.7579586,84.4143103
Chhatatanr,23.772749,86.3541054
Kadegaon,17.2995096,74.3263292
Gandhinagar District,23.2834696,72.1398404
Debagarh District,21.4447272,84.2364227
Khatu,27.3649067,75.3962462
Warisaliganj,25.0086107,85.6025499
Badamba,20.4193715,85.3380365
Uliyazhathura,8.5836704,76.8830636
Anklav,37.2811053,127.0507571
Thirupuvanam Thanjavur District,10.9903192,79.4247312
Thiruvarur,10.7674347,79.6004042
Muhamma,9.6097711,76.3288442
Kawai,37.2811053,127.0507571
Purba Medinipur District,22.0583558,87.2540686
Hata,37.2811053,127.0507571
Anaiyur Virudhunagar District,9.4487494,77.764207
Kalburgi,37.2811053,127.0507571
Ausa,37.2811053,127.0507571
Matar Industrial Area,37.2811053,127.0507571
Malbazar,26.8647158,88.7332892
Azhagiapandipuram,8.3067509,77.4305033
Ashrafpur Kichhauchha,26.4358389,82.7620734
Kathua,32.382718,75.4926631
Madgaon,15.2855338,73.9516646
Sindewahi,20.2898391,79.6450816
Shahada,37.2811053,127.0507571
District Mandi,31.6508106,76.4455556
Gaurela,22.7697896,81.8512494
Naul,37.2811053,127.0507571
Musiri,10.9563561,78.4283708
Bamunari,22.716904,88.2984353
Koothappar,10.7974084,78.7885381
"Narora,",28.1974138,78.3635365
Malikipuram,16.3995435,81.7883365
Gogapur,23.5597582,75.5112433
Devakottai,9.9477643,78.8056181
Kaliykkavilai,37.2811053,127.0507571
Narkatiaganj,27.1130546,84.4478271
Thiruvannamalai,12.2408546,79.0342331
Balasore,21.4893929,86.8491189
Mirzapur District,24.9300621,82.0717431
Chilkana Sultanpur,30.0706289,77.4852604
Bihat Begusarai,25.4310446,86.0071455
Ammavarikuppam,37.2811053,127.0507571
Central District,37.2811053,127.0507571
Bangawan,23.1984111,82.0907855
Birsinghpur,24.7979741,80.964496
Makhanpur,37.2811053,127.0507571
Mungeli District,22.2416301,81.4776821
Sonapur,26.1168571,91.9776853
Baneswar,26.395264,89.4777154
Manalmedu,11.1966811,79.575186
Reasi,33.0803547,74.8189317
Thekashu Pt Ii,37.2811053,127.0507571
Saunda,37.2811053,127.0507571
Narayanpur Nalbari District,26.2908548,91.3649603
Farrukhabad District,27.4343248,79.151454
Padaiveedu,11.445767,77.8012959
Haringhata Farm,22.953374,88.5098904
Padmapur,37.2811053,127.0507571
Fazilka District,30.3733161,73.9128803
Kalamb ,18.5863217,75.9856004
Phaltan,17.9852596,74.3983619
Virudhunagar,9.5734396,77.9231708
Surandai,8.9794148,77.398424
Madhur,37.2811053,127.0507571
Chamba District,32.691314,75.7799827
Alirajpur District,22.305455,74.3454265
Panmana,9.0055794,76.5243204
Mau District,26.0368347,83.2760384
Kurumpilavu,10.4111384,76.1657989
Lapara,37.2811053,127.0507571
Shahjahanpur District,27.9559049,79.2921235
Joypul,22.7787719,88.5504912
Sirmaur,30.7007616,76.8620736
Sangamner,19.5761246,74.1905878
Jetpur,21.756543,70.5862134
Tiruchengodu,11.3782493,77.8794174
Raichur Growth Centre Industrial Area,37.2811053,127.0507571
Nayagarh District,20.2387202,84.410466
Ajaygarh,24.9040885,80.2423894
Banupur,37.2811053,127.0507571
Badvel,14.734657,79.0347968
Sham Chauras I,37.2811053,127.0507571
Mahaboobnagar District,16.5336966,77.1144651
Urun Islampur,17.0598366,74.2367964
Barwani,22.0378587,74.8867724
Khatra,37.2811053,127.0507571
Bagalkot,16.1670547,75.5889711
Faridpur Bareilly District,28.2114298,79.5299863
Katwa,23.6412803,88.095648
Kot Kapura,30.5823422,74.7809908
Nihal Garh Chak Jangla,26.4538297,81.6080202
Manchar,19.0035319,73.9293567
Madhepura,25.92301,86.7721008
Shamshabad,17.2447037,78.3564068
Karhal,26.9996796,78.9190112
Azhiyur,11.681682,75.5309827
Pratitnagar,30.0237797,78.2166003
Banki Mongra,22.4083273,82.5863039
Chitrakoot Dham,25.2152634,80.9030904
Almora District,29.6925805,79.0169167
Bari,41.1112924,16.7419962
Lormi,22.2730719,81.6886383
Pant Nagar,37.2811053,127.0507571
Morena District,26.3799523,76.7098779
Ahore,25.370989,72.7616899
Supaul,26.1284463,86.5381025
Hatkanangle,16.9149668,73.6332603
Tarantaran,31.4522306,74.8904562
Nahazari,22.4349591,88.2293154
Bhim Kanari,37.2811053,127.0507571
Chincholi,17.4601546,77.4115401
Mera,37.2811053,127.0507571
Keeramangalam,10.2874273,79.0913916
Marakkanam,12.1872248,79.8927063
Bagar,37.2811053,127.0507571
Jhakhri,31.0828173,77.0525054
Bellampalle,19.0704047,79.4715356
South Delhi,28.4820721,77.1185147
Choubepur Kalan,26.6198762,80.1819562
Dhodaramohar Alias Bhoura,37.2811053,127.0507571
Nanjangud,12.1132211,76.6577359
Periyapatna,12.3364961,76.0791854
Bharthana,26.7515799,79.2033212
Ramanandnagar,17.0794793,74.4112857
Armur,37.2811053,127.0507571
Nawabganj Gonda,26.8580016,82.1251575
Najibabad,29.6069751,78.3091727
Tiruchengode,11.3782493,77.8794174
Paralam,10.4470735,76.1750867
Robertsonpet,12.958143,78.2166903
Kheralu,23.8736665,72.6029402
Hutmura,23.3549421,86.4758181
Babra,37.2811053,127.0507571
Manngaldai,37.2811053,127.0507571
Bhowrah,23.6849105,86.393953
Udaipurwati,27.7321785,75.4566971
Shahganj,24.70226,82.9493077
Vylathur,10.6396462,76.0084605
Champua,22.0642824,85.6472681
Usthi,22.2345651,88.2657909
Talikoti,16.4786333,76.2509595
Daudnagar,25.0363138,84.3862932
Gorakhpuraa,37.2811053,127.0507571
Bhairamgarh,19.0081198,81.045134
Humnabad,17.7703466,77.1144746
Dharmabad,18.8952818,77.8256463
Choondal,10.6225216,76.0825967
Periyamanali,11.3723387,78.0702638
Salekasa,21.3045275,80.474435
Karnal,29.6852268,76.9183918
Udumalaipettai,10.5807576,77.221151
Markapur,15.7470654,79.2412084
Chandrapur Cggc,37.2811053,127.0507571
Chikmagalur District,13.4025869,75.1628732
Thara,37.2811053,127.0507571
Thondi,9.753001,78.9544909
Kadannappalli,12.0973577,75.2850355
Solan,30.9017684,77.0812663
Biharsharif,25.2024278,85.4876073
Kudal,15.9971843,73.6447079
Ramdaspur Urf Nagal,37.2811053,127.0507571
Antu,37.2811053,127.0507571
Mandapeta,16.8655585,81.9129465
Avalpoondurai,11.2331491,77.7062345
Jehanabad District,25.1524102,84.7385575
Beypore,11.1733495,75.7952785
Raxaul Bazar,26.9805726,84.8290281
Garhmukteshwar,28.7878254,78.0577163
Baran District,24.9156777,76.2529181
Moonak,29.8238335,75.8734004
Panangad Thrissur District,10.2724887,76.1722416
Surguja District,22.9490558,82.6615949
Sepon,16.6980616,106.1986882
Peralam,10.9620367,79.6561548
Alot,37.2811053,127.0507571
Malviya Nagar,28.5348294,77.1922645
Koraon,24.9978054,82.0594271
Nijampur,21.1125267,74.3266296
Kasba Bonli,26.3074208,76.2175404
Jhargram,22.4511863,86.9654655
Chebrolu,37.2811053,127.0507571
Chendrappini,37.2811053,127.0507571
Khariar,20.2890788,82.7549233
Guntur District,16.2644848,78.9338721
Bahadarabad,29.9189163,78.0340863
Chitapur,17.121378,77.0782072
Melur,37.2811053,127.0507571
Dindigal,10.3640572,77.9389147
Painkulam,10.7358165,76.2989953
Bilgi,37.2811053,127.0507571
Chamoli,30.4941416,79.0216032
Saundatti Yellamma,15.7535205,75.0927421
Zirakpur Mohali,30.6538185,76.7893691
Sarenga,22.7656013,87.0108175
Lal Gopalganj Nindaura,25.6444808,81.5811205
Ezhudesam,8.2702576,77.1282383
Pappinivattom,10.2888746,76.147434
Koonavelampatti,11.4452099,78.1444323
Navandgi,17.2282271,77.3917055
Bielgaum District,37.2811053,127.0507571
Hatta,24.8001381,56.0936791
Harpanahalli,14.7866638,75.9513289
Kanti,37.2811053,127.0507571
Lucknow District,26.8305041,80.6096389
Dirgapur,23.531088,87.2301337
Ghaizibad,37.2811053,127.0507571
Sheohar District,26.514282,85.2856637
Vinnamala,13.9194098,79.9052434
Nabarangapur District,19.6052836,81.7934551
Sarna,37.2811053,127.0507571
Shivpuri District,25.368927,76.6205195
Buria,37.2811053,127.0507571
Dulhipur,25.29988,83.0789426
Seoni Malwa,22.4564168,77.4525295
Jalesar,27.4733597,78.2894323
Rudrapur,28.9882367,79.3605345
Morattupalayam,11.1453964,77.4013859
Sarthebari,26.3661867,91.2150293
Ilayangudi,9.6313308,78.6212968
Sivagiri Erode District,11.1205177,77.7722669
Bhander,25.7366618,78.7264393
Jamai City,37.2811053,127.0507571
Mudumalai,11.6202182,76.382008
Colachel,8.1769287,77.2451524
Sivagiri Tirunelveli District,9.3395686,77.397534
Sarai Abdulmalik,37.2811053,127.0507571
Singurali,24.198939,82.6259415
Ammapettai Erode District,11.62089,77.7379489
Gurugram,28.4228859,76.8496963
Siddipet District,37.2811053,127.0507571
Mumbra,19.1811229,72.9870402
Paddhari,22.4357171,70.5960771
Howli,26.4215959,90.976336
Gollaprolu,17.1557117,82.2779182
Shujalpur,23.3926127,76.697508
Chogawan,31.7051314,74.6561175
Bhushan Steel Plant Meramandali Township,37.2811053,127.0507571
Kuruvattur,11.3205965,75.8098251
Alangudi,37.2811053,127.0507571
Ambala Cantt,30.3532973,76.8030198
Burhanpur,21.3176479,76.1829949
Hangal,14.7686884,75.1191257
Gajulamandhyam Industrial Area,37.2811053,127.0507571
Jangaon,17.7296333,79.1249615
Labbaikudikadu,11.3889464,79.0116441
Malwan,16.0618956,73.4569928
Hsiidc Dudhola Industrial Area,37.2811053,127.0507571
Aron,37.2811053,127.0507571
Raia,37.2811053,127.0507571
Thilgaon,37.2811053,127.0507571
Ramnagar,29.3975131,79.1062066
Hojai District,25.222913,93.0152536
Jaitwara,24.7401953,80.8560491
Rajbalhat,22.7681283,87.9968833
Bah,37.2811053,127.0507571
Pathardi,19.1738994,75.1539601
Chaibasa,22.5493145,85.7864133
Kunjabangarh,37.2811053,127.0507571
Mallanwala Khass,31.0482032,74.8270936
Kanker,37.2811053,127.0507571
Punjaipuliampatti,11.3543306,77.1582269
Manglore,12.9229829,74.7820231
Kanchepuram,12.8298467,79.6768836
Khargone,21.8243654,75.5780143
Chimur,20.4969226,79.3520485
East Champaran,26.6362106,84.3273266
Talcher Thermal Power Station Township,20.9100538,85.2008842
Cuddapah,14.4683574,78.794524
Kumta,14.4269286,74.401316
Naraingarh,30.4793369,77.1129941
Vijay Pore,32.564044,74.9902872
Bastar,19.0798181,81.2349645
Jevargi,17.0134026,76.7675363
Tapa,37.2811053,127.0507571
Sahatwar,25.8363008,84.2941689
Senthamangalam,11.2834391,78.2265614
Kodumudi,11.0803805,77.8765037
Balarampur Puruliya District,23.0935275,86.1906597
Raila,37.2811053,127.0507571
Gandhigram,10.2849084,77.9265263
Kustagi,15.7522331,76.1748217
Farrukhnagar,28.447192,76.8064442
Dhekiajuli,26.7023301,92.449818
Jorhat District,26.7636676,93.6328793
Hindaun,26.7409356,77.0147856
Tal,37.2811053,127.0507571
Mavelikara,9.242359,76.5079812
Kishangarh Renwal,27.1610233,75.339689
Bishama Katak,19.5072342,83.4922153
Adityapur,22.7810087,86.1158009
Bihpuria,27.0182539,93.9016354
Anakkayam,11.0831528,76.1008357
Palakkad,10.7881592,76.5838667
Mahuvar,21.0258748,72.8828302
Salur,37.2811053,127.0507571
Sisauli,29.4155628,77.4603509
Kothamanagalam,10.0613159,76.5975193
Kalyan,19.2405342,73.0951299
Sri Hargobindpur,31.6906716,75.4659461
Sailana,23.4582059,74.9196172
Ahmadpur,37.2811053,127.0507571
Panipat,29.3963429,76.8940807
Wardha District,20.8259241,78.0776218
Dadhapatna,20.4124997,85.8231052
Srirangapatna,12.4137765,76.6761841
Garautha,25.5730267,79.2901754
Bagru,26.8119471,75.5331086
Uun,37.2811053,127.0507571
Keolari,22.374085,79.9010108
Maniyoor,11.945224,75.4336884
Aurangabad,19.8700415,75.1651153
Gubbi,37.2811053,127.0507571
Lalganj,26.1663176,80.9481022
Kadi,37.2811053,127.0507571
Jorhat,26.7428644,94.132441
Kuraoli,27.3982494,78.9441489
Pen,37.2811053,127.0507571
Bari Sadri,24.412784,74.4658255
Selaqui,30.3686097,77.8303665
Bhind,26.5657222,78.7584109
Puraini,25.5978524,86.9799292
Bali,-8.4556974,114.5110582
Purba Medinipur,22.0583558,87.2540686
Mogra Badshahpur,25.6581614,82.1836566
Fatwah,37.2811053,127.0507571
Karimnagar District,18.5282735,78.3124752
Palai,9.7162335,76.6528122
Banki,37.2811053,127.0507571
Tilhar,27.9658442,79.7075868
Tarn Taran District,31.3210808,74.5159858
Sankarapuram,11.8870044,78.8957832
Murshidabad,24.1832394,88.2405561
Kurukshetra District,30.0574679,76.4970602
Vasco Da Gama,37.2811053,127.0507571
